loannumber,dateapproved,sbaofficecode,processingmethod,borrowername,borroweraddress,borrowercity,borrowerstate,borrowerzip,loanstatusdate,loanstatus,term,sbaguarantypercentage,initialapprovalamount,currentapprovalamount,undisbursedamount,franchisename,servicinglenderlocationid,servicinglendername,servicinglenderaddress,servicinglendercity,servicinglenderstate,servicinglenderzip,ruralurbanindicator,hubzoneindicator,lmiindicator,businessagedescription,projectcity,projectcountyname,projectstate,projectzip,cd,jobsreported,naicscode,race,ethnicity,utilities_proceed,payroll_proceed,mortgage_interest_proceed,rent_proceed,refinance_eidl_proceed,health_care_proceed,debt_interest_proceed,businesstype,originatinglenderlocationid,originatinglender,originatinglendercity,originatinglenderstate,gender,veteran,nonprofit,forgivenessamount,forgivenessdate
2967477103,04/11/2020,0593,PPP,OAKLEY SK LLC,3251 Vandercar Way,Cincinnati,OH,45209-7545,07/07/2021,Paid in Full,24,100,57739.35,57739,0,Smoothie King,121598,Texas Capital Bank,"2000 McKinney Ave, Ste 700",DALLAS,TX,75201-1985,U,N,N,New Business or 2 years or less,Cincinnati,HAMILTON,OH,45209-7545,OH-01,15,722513,White,Not Hispanic or Latino,1946.14,40905.36,,14887.5,,,,Limited  Liability Company(LLC),121598,Texas Capital Bank,DALLAS,TX,Male Owned,Non-Veteran,,58398.65,06/14/2021
1187238505,02/18/2021,0593,PPP,OHIO FIT LANCASTER LLC,1203 N Memorial Dr,Lancaster,OH,43130-1626,04/01/2022,Paid in Full,60,100,57737,57737,0,Planet Fitness,82962,First Seacoast Bank,633 Central Ave,DOVER,NH,03820-3599,R,Y,Y,Existing or more than 2 years old,Lancaster,FAIRFIELD,OH,43130-1626,OH-12,19,713940,White,Not Hispanic or Latino,,57737,,,,,,Limited  Liability Company(LLC),82962,First Seacoast Bank,DOVER,NH,Male Owned,Non-Veteran,,58051.35,09/15/2021
8313947710,05/01/2020,0549,PPP,BLACK STAR LOGISTICS INCORPORATED,2350 GREENVALE RD,CLEVELAND,OH,44121,06/17/2021,Paid in Full,24,100,57737,57737,0,,53803,"U.S. Bank, National Association",425 Walnut St,CINCINNATI,OH,45202-3956,U,N,Y,Existing or more than 2 years old,CLEVELAND,CUYAHOGA,OH,44121-0001,OH-11,9,484121,Unanswered,Unknown/NotStated,,57737,,,,,,Corporation,53803,"U.S. Bank, National Association",CINCINNATI,OH,Unanswered,Unanswered,,58323.99,05/06/2021
1720148305,01/19/2021,0593,PPS,SCHWIETERMAN CUSTOM BODY INC,107 Butler St,Coldwater,OH,45828-1102,03/05/2022,Paid in Full,60,100,57735,57735,0,,56343,The Peoples Bank Co,"112-114, W Main St",Coldwater,OH,45828,R,N,N,Existing or more than 2 years old,Coldwater,MERCER,OH,45828-1102,OH-05,6,811121,Unanswered,Unknown/NotStated,,57735,,,,,,Corporation,56343,The Peoples Bank Co,Coldwater,OH,Unanswered,Unanswered,,58162.08,10/27/2021
4594388309,01/23/2021,0549,PPS,TRENDENTISTRY LLC,2120 S Green Rd,Cleveland,OH,44121-3349,01/13/2022,Paid in Full,60,100,57735,57735,0,,44449,"PNC Bank, National Association",222 Delaware Ave,WILMINGTON,DE,19801-1621,U,N,N,Existing or more than 2 years old,Cleveland,CUYAHOGA,OH,44121-3349,OH-11,10,611430,Unanswered,Unknown/NotStated,,57732,,,,,,Limited  Liability Company(LLC),44449,"PNC Bank, National Association",WILMINGTON,DE,Unanswered,Unanswered,,58273.86,12/29/2021
8706307206,04/28/2020,0593,PPP,"SCHWIETERMAN CUSTOM BODY, INC",107 Butler Street,Coldwater,OH,45828,03/05/2022,Paid in Full,24,100,57735,57735,0,,56343,The Peoples Bank Co,"112-114, W Main St",Coldwater,OH,45828,R,N,N,Existing or more than 2 years old,Coldwater,MERCER,OH,45828-0001,OH-05,6,811121,Unanswered,Unknown/NotStated,,46188,,11547,,,,Corporation,56343,The Peoples Bank Co,Coldwater,OH,Unanswered,Unanswered,,58155.75,01/25/2021
7447977709,05/01/2020,0549,PPP,FRONT LINE,960 HIDDEN DR,NORTHFIELD,OH,44067,03/20/2021,Paid in Full,24,100,57730,57730,0,,53803,"U.S. Bank, National Association",425 Walnut St,CINCINNATI,OH,45202-3956,U,N,N,Existing or more than 2 years old,NORTHFIELD,SUMMIT,OH,44067-0001,OH-13,3,541810,Unanswered,Unknown/NotStated,,57730,,,,,,Limited  Liability Company(LLC),53803,"U.S. Bank, National Association",CINCINNATI,OH,Unanswered,Unanswered,,27204.96,02/10/2021
5997447001,04/06/2020,0593,PPP,INNOVATIVE ENGINEERING SOLUTIONS,749 WHEELING AVE 2nd Floor,CAMBRIDGE,OH,43725-2331,03/05/2021,Paid in Full,24,100,57727.5,57727.5,0,,222943,"Westfield Bank, FSB",Two Park Cir,WESTFIELD CENTER,OH,44251,R,N,Y,Existing or more than 2 years old,CAMBRIDGE,GUERNSEY,OH,43725-2331,OH-12,3,331523,White,Not Hispanic or Latino,,57727.5,,,,,,Limited  Liability Company(LLC),222943,"Westfield Bank, FSB",WESTFIELD CENTER,OH,Male Owned,Non-Veteran,,58224.11,02/25/2021
2794039006,05/18/2021,0593,PPS,GASTROCARE OF SOUTHWEST OHIO LLC,520 Eaton Ave,Hamilton,OH,45013-2716,09/20/2022,Paid in Full,60,100,57727,57727,0,,58036,Fifth Third Bank,38 Fountain Sq Plz,CINCINNATI,OH,45263,U,Y,Y,Existing or more than 2 years old,Hamilton,BUTLER,OH,45013-2716,OH-08,5,621111,Asian,Not Hispanic or Latino,1,57725,,,,,,Corporation,58036,Fifth Third Bank,CINCINNATI,OH,Male Owned,Non-Veteran,,58378.03,08/04/2022
3781157707,05/01/2020,0549,PPP,SOUPERMARKET,7501 Carnegie Ave,Cleveland,OH,44113,07/15/2021,Paid in Full,24,100,57726.05,57726.05,0,,529050,"Square Capital, LLC","1455 Market Street, Suite 600",San Francisco,CA,94103,U,N,N,Existing or more than 2 years old,Cleveland,CUYAHOGA,OH,44113-1000,OH-11,15,722513,White,Not Hispanic or Latino,7215.76,43294.53,7215.76,,,,,Corporation,223542,Celtic Bank Corporation,SALT LAKE CITY,UT,Male Owned,Non-Veteran,,58406.11,07/07/2021
7936398306,01/28/2021,0593,PPS,NINA DEEP AESTHETICS LLC,9039 Antares Ave Unit D1,Columbus,OH,43240-4067,10/07/2021,Paid in Full,60,100,57725,57725,0,,44449,"PNC Bank, National Association",222 Delaware Ave,WILMINGTON,DE,19801-1621,U,N,N,Existing or more than 2 years old,Columbus,DELAWARE,OH,43240-4067,OH-04,8,621111,Unanswered,Unknown/NotStated,1,57723,,,,,,Subchapter S Corporation,44449,"PNC Bank, National Association",WILMINGTON,DE,Unanswered,Unanswered,,58111.44,09/28/2021
7249627708,05/01/2020,0593,PPP,KIDDIE LAUNCH,328 DAYTON RD W,FAIRBORN,OH,45324,06/17/2021,Paid in Full,24,100,57719,57719,0,,53803,"U.S. Bank, National Association",425 Walnut St,CINCINNATI,OH,45202-3956,U,N,Y,Existing or more than 2 years old,FAIRBORN,GREENE,OH,45324-0001,OH-08,19,,White,Not Hispanic or Latino,,57719,,,,,,Subchapter S Corporation,53803,"U.S. Bank, National Association",CINCINNATI,OH,Male Owned,Non-Veteran,,58299.4,05/11/2021
2814308409,02/04/2021,0549,PPS,LIGHTSPEED HOSTING LLC,387 Medina Rd Ste 200,Medina,OH,44256-5395,11/17/2021,Paid in Full,60,100,57717,57717,0,,57328,The Huntington National Bank,17 S High St.,COLUMBUS,OH,43215-3413,U,N,N,Existing or more than 2 years old,Medina,MEDINA,OH,44256-5395,OH-07,9,518210,White,Not Hispanic or Latino,1,57715,,,,,,Limited  Liability Company(LLC),57328,The Huntington National Bank,COLUMBUS,OH,Male Owned,Non-Veteran,,58121.81,10/20/2021
9202487204,04/28/2020,0593,PPP,"PHARMACEUTICAL HORIZONS, INC.",7100 N High St,COLUMBUS,OH,43085,09/17/2021,Paid in Full,24,100,57715,57715,0,,57912,The Park National Bank,50 N Third St,NEWARK,OH,43055-5523,U,N,N,Existing or more than 2 years old,COLUMBUS,FRANKLIN,OH,43085-2316,OH-03,4,524292,White,Not Hispanic or Latino,1800,49915,,6000,,,,Subchapter S Corporation,57912,The Park National Bank,NEWARK,OH,Male Owned,Non-Veteran,,58451.85,08/10/2021
6530748506,03/03/2021,0593,PPS,M2 ESTHETICS LLC,445 Rocky Fork Blvd Ste 101,Gahanna,OH,43230-3336,04/19/2022,Paid in Full,60,100,57713,57713,0,,56102,KeyBank National Association,127 Public Sq,CLEVELAND,OH,44114-1217,U,N,N,Existing or more than 2 years old,Gahanna,FRANKLIN,OH,43230-3336,OH-03,5,621111,Unanswered,Unknown/NotStated,1,57709,,,,,,Limited  Liability Company(LLC),56102,KeyBank National Association,CLEVELAND,OH,Unanswered,Unanswered,,58266.41,03/17/2022
2164378405,02/03/2021,0549,PPS,RED MALCUIT INC,707 S Wooster Ave,Strasburg,OH,44680-9702,01/13/2022,Paid in Full,60,100,57712.62,57712.62,0,,57512,The First National Bank of Dennison,105 Grant St,DENNISON,OH,44621-1247,R,N,N,Existing or more than 2 years old,Strasburg,TUSCARAWAS,OH,44680-9702,OH-12,17,238910,Unanswered,Unknown/NotStated,1,57706.62,,,,,,Corporation,57512,The First National Bank of Dennison,DENNISON,OH,Unanswered,Unanswered,,58193.56,12/07/2021
9663818402,02/17/2021,0549,PPS,MONTEGRILLO CORP,8720 E Market St,Warren,OH,44484-2364,01/21/2022,Paid in Full,60,100,57711,57711,0,,48270,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240-2031,U,N,N,Existing or more than 2 years old,Warren,TRUMBULL,OH,44484-2364,OH-14,10,722511,Unanswered,Unknown/NotStated,,57710,,,,,,Subchapter S Corporation,48270,"JPMorgan Chase Bank, National Association",COLUMBUS,OH,Unanswered,Unanswered,,58185.45,12/20/2021
6041828603,03/20/2021,0593,PPS,NICE.MARKETING LLC,5665 David Pl,Fairfield,OH,45014-3505,04/13/2022,Paid in Full,60,100,57707.5,57707.5,0,,57732,Peoples Bank,138 Putnam St,MARIETTA,OH,45750-2923,U,N,N,Existing or more than 2 years old,Fairfield,BUTLER,OH,45014-3505,OH-08,4,541613,White,Not Hispanic or Latino,,57707.5,,,,,,Limited  Liability Company(LLC),57732,Peoples Bank,MARIETTA,OH,Male Owned,Non-Veteran,,58273.35,03/17/2022
1264237808,05/01/2020,0549,PPP,"EAGLE ENGINEERING WATER TECHNOLOGY, LLC",10211 WHITE OAK DR,PERRYSBURG,OH,43551,03/20/2021,Paid in Full,24,100,57705,57705,0,,58036,Fifth Third Bank,38 Fountain Sq Plz,CINCINNATI,OH,45263,U,N,N,Existing or more than 2 years old,PERRYSBURG,WOOD,OH,43551-1000,OH-09,5,237110,Unanswered,Unknown/NotStated,,57705,,,,,,Limited  Liability Company(LLC),58036,Fifth Third Bank,CINCINNATI,OH,Unanswered,Unanswered,,58165.04,02/25/2021
6871428502,03/04/2021,0549,PPS,AL'S HIGH TECH INC.,135 Northfield Rd,Bedford,OH,44146-4606,09/20/2022,Paid in Full,60,100,57705,57705,0,,53803,"U.S. Bank, National Association",425 Walnut St,CINCINNATI,OH,45202-3956,U,N,N,Existing or more than 2 years old,Bedford,CUYAHOGA,OH,44146-4606,OH-11,6,811310,White,Not Hispanic or Latino,1,57701,,,,,,Subchapter S Corporation,53803,"U.S. Bank, National Association",CINCINNATI,OH,Male Owned,Non-Veteran,,58524.09,08/01/2022
1210278407,02/01/2021,0549,PPS,BOYCE MUFFLER LTD,5130 Northfield Rd,Maple Heights,OH,44137-2152,08/17/2021,Paid in Full,60,100,57702,57702,0,,53803,"U.S. Bank, National Association",425 Walnut St,CINCINNATI,OH,45202-3956,U,Y,Y,Existing or more than 2 years old,Maple Heights,CUYAHOGA,OH,44137-2152,OH-11,5,811111,Unanswered,Not Hispanic or Latino,,57702,,,,,,Limited  Liability Company(LLC),53803,"U.S. Bank, National Association",CINCINNATI,OH,Male Owned,Non-Veteran,,57982.5,07/28/2021
1858707107,04/10/2020,0593,PPP,CHRISTOS TSAMASIROS,2424 E Third St,DAYTON,OH,45403-2017,03/18/2021,Paid in Full,24,100,57702,57702,0,,103436,Wright Patt CU Inc,3560 Pentagon Blvd,BEAVERCREEK,OH,45431-1706,U,Y,Y,Existing or more than 2 years old,DAYTON,MONTGOMERY,OH,45403-2017,OH-10,10,722511,Unanswered,Not Hispanic or Latino,7212,43277,,7213,,,,Sole Proprietorship,103436,Wright Patt CU Inc,BEAVERCREEK,OH,Male Owned,Non-Veteran,,58150.97,02/01/2021
8935988505,03/10/2021,0549,PPS,LORE CONSTRUCTION LLC,7824 Elson St SE 7824 Elson St Se,Waynesburg,OH,44688-9750,10/07/2021,Paid in Full,60,100,57702,57702,0,,44449,"PNC Bank, National Association",222 Delaware Ave,WILMINGTON,DE,19801-1621,U,N,N,Existing or more than 2 years old,Waynesburg,STARK,OH,44688-9750,OH-06,8,238140,Unanswered,Unknown/NotStated,,57702,,,,,,Limited  Liability Company(LLC),44449,"PNC Bank, National Association",WILMINGTON,DE,Unanswered,Unanswered,,58016.16,09/28/2021
8275938309,01/29/2021,0593,PPS,VITALITY POWELL LLC,3751 Attucks Dr,Powell,OH,43065-6080,08/02/2022,Paid in Full,60,100,57701,57701,0,,57912,The Park National Bank,50 N Third St,NEWARK,OH,43055-5523,U,N,N,Existing or more than 2 years old,Powell,DELAWARE,OH,43065-6080,OH-04,5,721110,White,Not Hispanic or Latino,1,57698,,,,,,Limited  Liability Company(LLC),57912,The Park National Bank,NEWARK,OH,Female Owned,Non-Veteran,,58515.14,07/05/2022
1175757406,05/04/2020,0549,PPP,INTERSTATE BATTERY SYSTEMS,8660 TWINBROOK RD,MENTOR,OH,44060-4356,07/10/2021,Paid in Full,24,100,57700,57700,0,,44449,"PNC Bank, National Association",222 Delaware Ave,WILMINGTON,DE,19801-1621,U,N,N,Unanswered,MENTOR,LAKE,OH,44060-4356,OH-14,7,423120,Unanswered,Unknown/NotStated,,57700,,,,,,Sole Proprietorship,44449,"PNC Bank, National Association",WILMINGTON,DE,Unanswered,Unanswered,,58350.73,06/17/2021
1974927209,04/15/2020,0549,PPP,DON WALTER KITCHEN DISTRIBUTORS INC,260 VICTORIA RD,YOUNGSTOWN,OH,44515-2024,07/16/2021,Paid in Full,24,100,57700,57700,0,,53390,The Farmers National Bank of Canfield,20 S Broad St,Canfield,OH,44406-1401,U,N,N,Existing or more than 2 years old,YOUNGSTOWN,MAHONING,OH,44515-2024,OH-06,6,531120,Unanswered,Unknown/NotStated,,57700,,,,,,Corporation,53390,The Farmers National Bank of Canfield,Canfield,OH,Unanswered,Unanswered,,58352.33,06/04/2021
2625307207,04/16/2020,0549,PPP,QUALITECH ASSOCIATES INC,9701 brookpark road 8,Cleveland,OH,44129,06/18/2021,Paid in Full,24,100,57700,57700,0,,434162,"Citizens Bank, National Association",1 Citizens Plaza,PROVIDENCE,RI,02903-1344,U,N,Y,Existing or more than 2 years old,Cleveland,CUYAHOGA,OH,44129-0001,OH-07,4,332710,Unanswered,Unknown/NotStated,,57700,,,,,,Corporation,434162,"Citizens Bank, National Association",PROVIDENCE,RI,Unanswered,Unanswered,,58310.2,05/17/2021
2672577101,04/11/2020,0593,PPP,SI DIGMAN LLC,125 North 5th St,NEWARK,OH,43058,07/15/2021,Paid in Full,24,100,57700,57700,0,,57467,Heartland Bank,430 N Hamilton Rd,WHITEHALL,OH,43213-3067,R,N,Y,Existing or more than 2 years old,NEWARK,LICKING,OH,43058-0001,OH-12,5,541211,White,Not Hispanic or Latino,4616,51930,,,,1154,,Limited  Liability Company(LLC),57467,Heartland Bank,WHITEHALL,OH,Male Owned,Non-Veteran,,58152.12,01/27/2021
3897317110,04/12/2020,0593,PPP,"FLOWERS MONUMENT, INC.",3001 LUCASVILLE MINFORD RD,LUCASVILLE,OH,45648-8676,04/21/2021,Paid in Full,24,100,57700,57700,0,,57732,Peoples Bank,138 Putnam St,MARIETTA,OH,45750-2923,R,Y,N,Existing or more than 2 years old,LUCASVILLE,PIKE,OH,45648-8676,OH-02,10,453998,Unanswered,Not Hispanic or Latino,14425,43275,,,,,,Corporation,57732,Peoples Bank,MARIETTA,OH,Male Owned,Non-Veteran,,58228.92,03/23/2021
3990237202,04/27/2020,0593,PPP,RIDGELINE PORK LLC,11637 Versailles-Yorkshire Rd,VERSAILLES,OH,45380-9749,07/10/2021,Paid in Full,24,100,57700,57700,0,,57861,Minster Bank,95 W Fourth St,MINSTER,OH,45865-1060,R,N,N,Existing or more than 2 years old,VERSAILLES,DARKE,OH,45380-9749,OH-08,6,112210,Unanswered,Unknown/NotStated,,57700,,,,,,Limited  Liability Company(LLC),57861,Minster Bank,MINSTER,OH,Unanswered,Unanswered,,58338.65,06/10/2021
4917407007,04/04/2020,0593,PPP,"BEAUMONT AMERICAN, INC.",1473 SHOWCASE DR,COLUMBUS,OH,43212-2600,11/17/2021,Paid in Full,24,100,57700,57700,0,,57328,The Huntington National Bank,17 S High St.,COLUMBUS,OH,43215-3413,U,N,N,Existing or more than 2 years old,COLUMBUS,FRANKLIN,OH,43212-2600,OH-03,5,332312,White,Not Hispanic or Latino,,57700,,,,,,Limited  Liability Company(LLC),57328,The Huntington National Bank,COLUMBUS,OH,Male Owned,Non-Veteran,,58178.99,02/25/2021
5561058204,08/08/2020,0593,PPP,SKYWAY EAST LTD,2461 Emma Lane,MANSFIELD,OH,44903-9290,07/21/2021,Paid in Full,60,100,57700,57700,0,,56102,KeyBank National Association,127 Public Sq,CLEVELAND,OH,44114-1217,R,N,N,Unanswered,MANSFIELD,RICHLAND,OH,44903-9290,OH-04,28,722511,Unanswered,Unknown/NotStated,,57700,,,,,,Limited  Liability Company(LLC),56102,KeyBank National Association,CLEVELAND,OH,Male Owned,Non-Veteran,,58190.05,07/09/2021
5863687008,04/06/2020,0593,PPP,OHIO TABLES & CHAIRS LLC,7481 State Route 104,LOCKBOURNE,OH,43137,11/17/2021,Paid in Full,24,100,57700,57700,0,,57328,The Huntington National Bank,17 S High St.,COLUMBUS,OH,43215-3413,U,N,N,Existing or more than 2 years old,LOCKBOURNE,FRANKLIN,OH,43137-0001,OH-02,8,532289,White,Not Hispanic or Latino,,57700,,,,,,Limited  Liability Company(LLC),57328,The Huntington National Bank,COLUMBUS,OH,Female Owned,Non-Veteran,,58171.08,02/17/2021
6745807806,06/02/2020,0593,PPP,LOU-HAAK RESOURCES LLC,"200 E. Campus View Blvd, Ste 200",Columbus,OH,43235,12/15/2021,Charged Off,5,100,57700,57700,0,,93956,Navy FCU,820 Follin Ln,VIENNA,VA,22180-4907,U,Y,Y,New Business or 2 years or less,Columbus,FRANKLIN,OH,43235-0001,OH-03,10,561311,Asian,Unknown/NotStated,,57700,,,,,,Limited  Liability Company(LLC),93956,Navy FCU,VIENNA,VA,Unanswered,Unanswered,,,
6986837206,04/28/2020,0549,PPP,COLLIER LAW GROUP LLP,7110 west central ave suite c,toledo,OH,43617,03/09/2022,Paid in Full,24,100,57700,57700,0,,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,U,N,N,Existing or more than 2 years old,toledo,LUCAS,OH,43617-0400,OH-09,4,922130,Unanswered,Unknown/NotStated,,57700,,,,,,Partnership,100631,Greater Nevada CU,CARSON CITY,NV,Unanswered,Unanswered,,58565.5,10/21/2021
7021127105,04/14/2020,0549,PPP,NEWOLEEK INC,3483 MASSILLON RD,UNIONTOWN,OH,44685-7825,04/10/2021,Paid in Full,24,100,57700,57700,0,,44449,"PNC Bank, National Association",222 Delaware Ave,WILMINGTON,DE,19801-1621,U,N,N,Existing or more than 2 years old,UNIONTOWN,SUMMIT,OH,44685-7825,OH-13,18,722513,Unanswered,Unknown/NotStated,,57700,,,,,,Corporation,44449,"PNC Bank, National Association",WILMINGTON,DE,Male Owned,Non-Veteran,,57884.48,02/10/2021
7084807007,04/07/2020,0549,PPP,"NU WAY INDUSTRIAL WASTE MANAGEMENT, LLC",13401 OLD HICKORY CT,NORTH LIMA,OH,44452-9596,02/24/2021,Paid in Full,24,100,57700,57700,0,,60275,First National Bank of Pennsylvania,166 Main St,GREENVILLE,PA,16125-2146,U,N,N,Existing or more than 2 years old,NORTH LIMA,MAHONING,OH,44452-9596,OH-06,4,924110,Unanswered,Unknown/NotStated,,57700,,,,,,Limited  Liability Company(LLC),60275,First National Bank of Pennsylvania,GREENVILLE,PA,Unanswered,Unanswered,,58113.52,01/07/2021
7580007710,05/01/2020,0593,PPP,KAS CABLE TV INC,339 Congress Park Drive,Dayton,OH,45459,,Exemption 4,60,100,57700,57700,0,,44449,"PNC Bank, National Association",222 Delaware Ave,WILMINGTON,DE,19801-1621,U,N,N,Unanswered,Dayton,MONTGOMERY,OH,45459-0001,OH-10,5,237130,Unanswered,Unknown/NotStated,,57700,,,,,,Subchapter S Corporation,44449,"PNC Bank, National Association",WILMINGTON,DE,Unanswered,Unanswered,,42537.55,09/01/2021
7836817809,06/04/2020,0549,PPP,MICHAEL F BAUS DDS INC,1724 BEALL AVE,WOOSTER,OH,44691-2344,04/16/2021,Paid in Full,24,100,57700,57700,0,,53390,The Farmers National Bank of Canfield,20 S Broad St,Canfield,OH,44406-1401,R,N,N,Existing or more than 2 years old,WOOSTER,WAYNE,OH,44691-2344,OH-07,8,621210,White,Not Hispanic or Latino,,57700,,,,,,Subchapter S Corporation,53390,The Farmers National Bank of Canfield,Canfield,OH,Male Owned,Unanswered,,58150.38,03/17/2021
8216218305,01/29/2021,0593,PPS,DAN MAYHUGH,2367 TWP RD 120,DILLONVALE,OH,43917,11/20/2021,Paid in Full,60,100,57700,57700,0,,499141,"Readycap Lending, LLC",200 Connell Drive Suite 4000,BERKELEY HEIGHTS,NJ,07922,R,N,N,Existing or more than 2 years old,DILLONVALE,BELMONT,OH,43917,OH-06,4,541614,Unanswered,Unknown/NotStated,,57700,,,,,,Sole Proprietorship,499141,"Readycap Lending, LLC",BERKELEY HEIGHTS,NJ,Unanswered,Unanswered,,58118.92,10/26/2021
8327718305,01/29/2021,0593,PPS,OHIO TABLES AND CHAIRS LLC,7481 State Route 104,Lockbourne,OH,43137-9702,08/17/2021,Paid in Full,60,100,57700,57700,0,,57328,The Huntington National Bank,17 S High St.,COLUMBUS,OH,43215-3413,U,N,N,Existing or more than 2 years old,Lockbourne,FRANKLIN,OH,43137-9702,OH-02,8,532289,White,Not Hispanic or Latino,,57700,,,,,,Limited  Liability Company(LLC),57328,The Huntington National Bank,COLUMBUS,OH,Female Owned,Non-Veteran,,57970.32,07/23/2021
8356987101,04/15/2020,0593,PPP,MID OHIO VALLEY INTEGRATED SYSTEMS LLC,43734 MARIETTA RD,CALDWELL,OH,43724-9137,01/21/2021,Paid in Full,24,100,57700,57700,0,,57732,Peoples Bank,138 Putnam St,MARIETTA,OH,45750-2923,R,Y,N,Existing or more than 2 years old,CALDWELL,NOBLE,OH,43724-9137,OH-06,8,561621,Unanswered,Unknown/NotStated,,43275,,14425,,,,Subchapter S Corporation,57732,Peoples Bank,MARIETTA,OH,Male Owned,Non-Veteran,,58083.06,12/28/2020
8605258604,03/25/2021,0549,PPP,DAVEY TREE EXPERT CO,1500 N Mantua St,Kent,OH,44240-2372,10/19/2022,Charged Off,36,100,57700,57700,0,,499141,"Readycap Lending, LLC",200 Connell Drive Suite 4000,BERKELEY HEIGHTS,NJ,07922,R,N,N,Existing or more than 2 years old,Kent,PORTAGE,OH,44240-2372,OH-14,77,541690,Unanswered,Unknown/NotStated,,57700,,,,,,Corporation,499141,"Readycap Lending, LLC",BERKELEY HEIGHTS,NJ,Unanswered,Unanswered,,,
8993907200,04/28/2020,0549,PPP,WEARSCH PHARMACY INC,11 E. MAIN ST,CANFIELD,OH,44406-1318,01/20/2021,Paid in Full,24,100,57700,57700,0,,53390,The Farmers National Bank of Canfield,20 S Broad St,Canfield,OH,44406-1401,U,N,N,Existing or more than 2 years old,CANFIELD,MAHONING,OH,44406-1318,OH-06,7,446110,Unanswered,Unknown/NotStated,,57700,,,,,,Corporation,53390,The Farmers National Bank of Canfield,Canfield,OH,Male Owned,Non-Veteran,,58049.41,12/09/2020
9088047000,04/09/2020,0549,PPP,ROGER M & IRENE S WORK INC,12414 NELSON LEDGE RD,GARRETTSVILLE,OH,44231-9625,11/17/2021,Paid in Full,24,100,57700,57700,0,,57328,The Huntington National Bank,17 S High St.,COLUMBUS,OH,43215-3413,R,N,N,Existing or more than 2 years old,GARRETTSVILLE,PORTAGE,OH,44231-9625,OH-14,6,531110,White,Not Hispanic or Latino,,57700,,,,,,Corporation,57328,The Huntington National Bank,COLUMBUS,OH,Female Owned,Non-Veteran,,48789.89,04/23/2021
9218277401,05/19/2020,0549,PPP,GREAT EXPECTATIONS PRESCHOOL,771 E 260TH ST,EUCLID,OH,44132-2332,06/10/2021,Paid in Full,24,100,57700,57700,0,,44449,"PNC Bank, National Association",222 Delaware Ave,WILMINGTON,DE,19801-1621,U,Y,N,Unanswered,EUCLID,CUYAHOGA,OH,44132-2332,OH-11,10,624410,Black or African American,Not Hispanic or Latino,,57700,,,,,,Limited  Liability Company(LLC),44449,"PNC Bank, National Association",WILMINGTON,DE,Female Owned,Unanswered,,58270.59,05/18/2021
9657487004,04/09/2020,0549,PPP,"STORAGE CONDOMINIUMS, INC.",750 SE CATAWBA RD,PORT CLINTON,OH,43452-2654,03/19/2021,Paid in Full,24,100,57700,57700,0,,58322,Civista Bank,100 E Water St,SANDUSKY,OH,44870-2524,R,N,N,Existing or more than 2 years old,PORT CLINTON,OTTAWA,OH,43452-2654,OH-09,6,531390,Unanswered,Unknown/NotStated,,55635,,,,2065,,Corporation,58322,Civista Bank,SANDUSKY,OH,Unanswered,Unanswered,,45076.09,02/19/2021
9728817702,05/01/2020,0593,PPP,NEW TAP DEVELOPMENT LLC,1835 Polaris Parkway,Columbus,OH,43240,04/20/2021,Paid in Full,24,100,57700,57700,0,,57328,The Huntington National Bank,17 S High St.,COLUMBUS,OH,43215-3413,U,N,N,Existing or more than 2 years old,Columbus,DELAWARE,OH,43240-1100,OH-04,4,,White,Unknown/NotStated,,57700,,,,,,Limited  Liability Company(LLC),57328,The Huntington National Bank,COLUMBUS,OH,Male Owned,Non-Veteran,,58210.61,03/25/2021
